id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
971750181584690063,Adriane’s Dream Bungalow,45952262,Christina,,78721,30.28250876843762,-97.69031527824323,Entire home/apt,175,30,0,,,1,77,0,
971775456705098904,2 bdrm prime location condo,30787515,Brooke,,78701,30.27053,-97.74809,Entire home/apt,,2,2,2023-10-20,0.22,16,0,2,
971783414371051865,3 bdrm ideal Austin location,30787515,Brooke,,78701,30.272662173597947,-97.74820266382442,Entire home/apt,,2,1,2023-09-22,0.11,16,0,1,
971787766005647701,Heart of Austin 2 bdrm condo,30787515,Brooke,,78701,30.272731180840545,-97.74624105360554,Entire home/apt,307,2,1,2023-11-18,0.14,16,54,1,
971830832223834127,Tranquil Retreat in Bee Cave,183621082,Maleasa,,78738,30.32037,-97.9569451,Entire home/apt,114,2,11,2024-05-05,1.17,1,226,11,
972112978170528857,The Cajun Rivieria near Moody / UT ~ Fast WiFi,502694171,Jessica,,78705,30.3011,-97.73497,Entire home/apt,84,1,26,2024-06-01,2.79,17,186,26,
972449752834996892,Brand New luxury Casita great for Austin getaways!,534831452,Darsh,,78757,30.3362,-97.72641,Entire home/apt,175,2,0,,,1,265,0,
972546871233251583,2 rooms in lovely home near ACL.,475548860,Robert,,78749,30.2322976,-97.85149369999999,Private room,300,1,0,,,1,269,0,
972560187023763228,Cozy Studio steps away from Downtown + Shops,481610412,Jonathan,,78703,30.275592969162076,-97.7580423731703,Entire home/apt,89,1,12,2024-06-09,1.29,10,263,12,
972659930381772029,Southeast Austin Bungalow,535369242,Ashlan,,78744,30.154981414653587,-97.71280150498141,Entire home/apt,173,2,7,2024-04-14,0.88,1,12,7,
972715100503931741,Close to everything in Austin!,99386900,Glenn,,78753,30.385699287425282,-97.6607570797205,Private room,65,1,7,2024-02-06,0.76,1,162,7,
972720518582929668,Luxury Modern Home in Hip East Austin!,147260553,Candace,,78702,30.272737685380392,-97.72725741953305,Entire home/apt,475,1,27,2024-06-02,3.09,2,176,27,
973093448215038681,Renovated 2 Bdrm |100 Walk Score,416366553,HomeWide,,78758,30.399843001485728,-97.72289768225662,Entire home/apt,,2,23,2024-05-11,2.54,2,0,23,
973129053732943834,Studio Suite on the Greenbelt,33248658,Stephanie,,78735,30.24982,-97.82914,Entire home/apt,124,2,19,2024-05-27,2.18,1,122,19,
973144356396159558,Spacious Pet-Friendly Retreat Near Tech Ridge,3029407,Aj,,78753,30.40516153610624,-97.67828135025306,Entire home/apt,176,30,0,,,1,97,0,
973163989756593781,Luxurious Home w/ gym+MIL+Grill - 2 mins Rainey St,66102699,Rimpi And Gagan,,78702,30.252961608491496,-97.72922410854365,Entire home/apt,513,3,5,2024-06-01,0.57,3,156,5,
973194453143661918,Stunning Urban Digs | Private + Heated Pool,534388950,Jason,,78723,30.31725566527439,-97.69063224235384,Entire home/apt,79,1,64,2024-06-15,6.78,11,334,64,
973237754385355923,Modern Oasis Near Downtown/Cota,107287188,Jason,,78741,30.22973,-97.70065,Entire home/apt,,2,3,2024-03-17,0.71,1,2,3,
973242115368341506,Riverside Apartment Great for Austin Visitors,19529793,Carolina,,78741,30.2437098368828,-97.72729631513357,Entire home/apt,199,4,3,2024-04-09,0.36,1,23,3,
973309796607799449,Tam’s Airbnb unit B,535521679,Tamirat,,78758,30.381961888900616,-97.70186568560932,Entire home/apt,135,2,5,2024-05-12,0.58,1,262,5,
973414486998499544,Downtown Historic Cottage,95139463,Felicity,,78701,30.273838523630836,-97.74483915852828,Entire home/apt,182,2,2,2023-11-05,0.25,12,89,2,
973429753880727804,Comfy Private Bedroom in Prime Location,124439158,Chintan,,78752,30.33775,-97.70302,Private room,45,30,1,2024-01-13,0.19,3,188,1,
973861068087887577,3BR Austin DT: Stylish Stay Near UT & Airport,535646876,Abayomi,,78723,30.3082992,-97.704568,Entire home/apt,165,2,9,2024-05-27,0.94,3,109,9,
973880639251865473,50's Design ranch with Office+Movie Barn & firepit,12628034,Michael,,78723,30.30811,-97.70125,Entire home/apt,127,2,29,2024-06-09,3.69,3,334,29,
973897159428898174,Casa Blanca I Stock Pool/Mini Putt and Game Room!,529076958,Basil,,78749,30.21396,-97.84145,Entire home/apt,346,1,35,2024-05-31,3.78,1,259,35,
973904167369197808,2BR DT Austin Gem near Airport,535646876,Abayomi,,78723,30.30949,-97.70398,Entire home/apt,136,2,13,2024-04-12,1.37,3,119,13,
973936666998083799,Caracara on the River,57158155,Daniel,,78742,30.244723854313538,-97.6826497770947,Entire home/apt,,1,13,2024-03-17,1.58,1,0,13,
973969327311343256,ATX Butterfly Studio ~ Unique Zilker Park Hideaway,502694171,Jessica,,78704,30.25299032891355,-97.76537875776958,Entire home/apt,62,1,26,2024-05-19,2.97,17,343,26,
973969423460511272,Master Suite| Austin FC| Domain,66481721,Adam,,78727,30.42,-97.69524,Private room,70,1,4,2023-10-29,0.50,4,167,4,
973991003855496756,Stunning Design ~ Lakeside Retreat ~ Family Fun,139896556,Nickol And Lucas,,78734,30.37376972567218,-97.91872198788592,Entire home/apt,238,1,38,2024-06-02,4.10,13,330,38,
973998173910148644,La Rosa,434114970,Walker,,78702,30.25625,-97.71688,Entire home/apt,315,3,22,2024-06-09,2.66,1,140,22,
974032072641156520,Modern 1905 Cottage East Austin,393934171,Brian & Rhonda,,78702,30.27775,-97.72089,Entire home/apt,,4,4,2024-04-10,0.49,1,128,4,
974034695114970654,Casa de Ellie J. Newer home close to Downtown ATX!,519227590,Airyn And Ashlynn,,78752,30.3351515013955,-97.69323750245294,Entire home/apt,172,1,37,2024-06-09,4.02,1,93,37,
974043283517310637,"Colorful East ATX Getaway-Patio, Sleeps 6, Parking",159233119,Lauren,,78721,30.269074310406403,-97.6833184466758,Entire home/apt,88,29,5,2024-06-14,1.16,1,235,5,
974170473226287919,Luxe Houseboat w/ hot tub and HUGE upper deck!,393620315,Jessica,,78734,30.422839319006794,-97.94834562898919,Entire home/apt,786,2,6,2024-04-28,0.71,13,113,6,
974214296725474594,"Sky-High Condo, Best DT View, Walkable, Convention",8142327,Michael,,78701,30.2705715,-97.74906750000001,Entire home/apt,475,1,11,2024-05-20,1.38,1,197,11,
974217757210180017,Master Bedroom,89596825,Matiyos,,78754,30.35608846800332,-97.66121335528601,Private room,71,30,2,2023-10-07,0.23,3,290,2,
974268783384990881,The house of good vybs,491537910,Mubiru,,78728,30.4403387,-97.67233879999999,Entire home/apt,100,200,1,2023-10-22,0.12,1,269,1,
974612726335530635,Clean & Bright 5-Bed Oasis /Prime Location Austin,4051465,Alexi,,78744,30.1499984,-97.7169545,Entire home/apt,400,3,17,2024-05-12,2.02,1,199,17,
974685873744188974,Private Studio Close to Airport/COTA/Tesla HQ,85719971,Krysta,,78744,30.15218,-97.71916,Entire home/apt,101,2,47,2024-06-12,5.04,1,86,47,
974696826469181909,Wedding Guest Haven-Close to Venues and Breweries!,26066438,Derek,,78737,30.23204185274316,-97.98094612305512,Entire home/apt,387,2,9,2024-06-09,1.15,6,346,9,
974712064299290750,Austin Sunset Retreat & Spa,535852034,SunStayz LLC,,78749,30.204553268843586,-97.84796778543131,Entire home/apt,376,3,15,2024-06-11,3.00,1,322,15,
974761930785930443,"Modern Oasis in East ATX, Sleeps 8, Parking, Pool",8541245,Martin,,78702,30.26408709099952,-97.72091783741665,Entire home/apt,529,2,23,2024-06-15,2.57,1,238,23,
974816043041109543,Charming Downtown Private room,95139463,Felicity,,78701,30.274073494607983,-97.7460740927285,Private room,92,5,2,2024-05-24,0.22,12,50,2,
974886735735211076,"1BR Austin Gem: Near DT, Airport",535646876,Abayomi,,78723,30.30911,-97.70575,Entire home/apt,104,2,5,2024-02-21,0.57,3,121,5,
974896723006041570,ATX Zen Den: Chill Oasis in South Atx ~ Pool ~ Pkg,502694171,Jessica,,78745,30.22622,-97.78067,Entire home/apt,73,1,17,2024-04-04,1.90,17,325,17,
974917930198728065,The Cube | KingBed •A/C •Wi-Fi •10 min to Domain,527866424,Dustin,,78729,30.470698261264328,-97.77903835421878,Entire home/apt,182,2,31,2024-06-09,3.65,1,159,31,
974926152394665983,Modern Oasis: Tranquil Retreat,408804690,Jonathan,,78745,30.21899,-97.77778,Entire home/apt,156,2,36,2024-05-27,4.01,1,184,36,
974937660563107068,2BR Downtown Oasis with Skyline Views near Rainey,170633892,Olivia,,78701,30.25766,-97.73835,Entire home/apt,229,2,4,2024-04-16,1.22,3,91,4,
975300850476564986,The Bindel: 1 Bdrm | Highly Walkable,106649223,The Bindel,,78702,30.26084,-97.71869,Entire home/apt,132,58,0,,,17,263,0,
975315062841276441,"Huge Backyard, Outdoor Dining, Grill, Offices",31410956,Simon,,78757,30.34609399679483,-97.7154980978356,Entire home/apt,329,1,6,2024-06-09,0.73,2,35,6,
975344857232858634,"Enjoyable Stay! With Outdoor Pool, Pets Allowed!",501999514,RoomPicks,,78722,30.30171,-97.71522,Private room,190,1,0,,,73,354,0,
975346961114759374,"Great Choice! W/ Free Parking, Pet-friendly, Pool!",501999514,RoomPicks,,78722,30.301519832425342,-97.71494968817419,Private room,190,1,9,2024-06-13,3.80,73,354,9,
975347020637896434,Central Austin - Breathtaking Views,415362830,Steven,,78704,30.254600063595785,-97.75835026055574,Entire home/apt,581,1,15,2024-06-02,1.67,1,108,15,
975354997843608134,Escape with this 1 bdrm downtown,30787515,Brooke,,78701,30.27072,-97.74766,Entire home/apt,231,2,2,2024-03-01,0.25,16,54,2,
975363483344684375,Perfect location - 1 bdrm condo,30787515,Brooke,,78701,30.27081,-97.74845,Entire home/apt,189,2,1,2023-11-09,0.13,16,54,1,
975372427607545640,Riverside Penthouse in heart of Rainey - Sleeps 8,30225950,Eastside Villas,,78701,30.257444797998296,-97.73965259611784,Entire home/apt,353,2,14,2024-06-03,1.71,44,294,14,
975394240012773119,Great deal on 1 bdrm downtown,30787515,Brooke,,78701,30.27045368736364,-97.74825367588133,Entire home/apt,213,2,1,2023-10-21,0.12,16,54,1,
975402122988765349,Austin downtown 1 bdrm condo,30787515,Brooke,,78701,30.27255981971725,-97.74711204234328,Entire home/apt,213,2,1,2023-11-06,0.13,16,29,1,
975405816363594973,Riverside Condo in the heart of Rainey,30225950,Eastside Villas,,78701,30.2556642770853,-97.73933259089873,Entire home/apt,176,2,2,2024-05-26,0.22,44,340,2,
975448909455244713,Modern Comfortable Condo in the heart of Rainey,30225950,Eastside Villas,,78701,30.25574,-97.73945,Entire home/apt,166,2,2,2023-10-15,0.22,44,336,2,
975451586564930146,Urban Oasis in the Heart of ATX,536025870,Jacob,,78704,30.23785,-97.77725,Entire home/apt,89,2,20,2024-06-10,2.18,1,65,20,
975462460219449345,Brand New Home on East Austin,37828989,Luis,,78722,30.2820721,-97.71743169999999,Entire home/apt,151,2,26,2024-06-16,2.95,2,322,26,
975469071322451717,"Pet Friendly, Private Office Flexible Austin Stay",485914463,Lina,,78744,30.14436627189118,-97.71904509769638,Entire home/apt,306,30,4,2024-01-02,0.51,7,198,4,
975520169460860297,"Stylish 30-Day Stay, Fast Wi-Fi, Near Domain",108616979,Ruchira,,78758,30.380575429876693,-97.70121492421741,Entire home/apt,200,30,4,2024-04-30,0.48,1,310,4,
975536549265419343,Modern duplex near Dt/ACL/COTA/ABIA,280957302,Istvan,,78741,30.23475,-97.73181,Entire home/apt,,1,8,2024-04-09,0.87,3,0,8,
975539534788765917,Central lux 1BR suite close to food & brewery,35817561,Jen And Steven,,78752,30.32834284564989,-97.71354528631498,Entire home/apt,55,1,22,2024-06-06,2.39,77,364,22,
975539609141181593,Central chic 1BR suite close to food & brewery,35817561,Jen And Steven,,78752,30.32988,-97.71503,Entire home/apt,53,1,23,2024-06-16,2.56,77,337,23,
975541211840975513,Central boho 1BR suite close to food & brewery,35817561,Jen And Steven,,78752,30.32997,-97.71487,Entire home/apt,55,1,18,2024-06-01,1.94,77,359,18,
975541255399194516,Central airy 1BR suite close to food & brewery,35817561,Jen And Steven,,78752,30.32811,-97.71374,Entire home/apt,53,1,23,2024-06-06,2.50,77,340,23,
975541341101474522,Central prime 1BR suite close to food & brewery,35817561,Jen And Steven,,78752,30.32792,-97.71402,Entire home/apt,53,1,14,2024-05-18,1.49,77,323,14,
975550528121534616,~Unbeatable price +30 days 2 levels condo,121977927,Sally,,78705,30.288234083426225,-97.74564190460067,Entire home/apt,65,29,3,2024-01-13,0.50,1,205,3,
975592999864148479,"Central Home w/ pool, ping-pong and walkable",142258933,Rachel,,78704,30.251584201897202,-97.76097709103122,Entire home/apt,347,3,24,2024-06-02,2.76,7,331,24,
975608623790321789,Chill out in Clarksville,536058674,Jeffrey,,78703,30.2744997,-97.7557527,Entire home/apt,119,2,16,2024-05-20,2.00,1,112,16,
975644253825247934,South Austin House w/ Pool - Mins to Downtown,22023978,Stacie,,78745,30.221055532314594,-97.79536850624231,Entire home/apt,514,3,4,2024-05-06,0.47,1,137,4,
975691198395626815,Luxe Bungalow | Modern | Central | Large Backyard,515122847,Victor,,78723,30.31432888718248,-97.69805539580076,Entire home/apt,142,2,18,2024-06-16,2.06,3,249,18,
975809874676313334,"Blueground | Highlands, pool, w/d & gym",107434423,Blueground,,78752,30.3288618,-97.71454010000001,Entire home/apt,112,31,0,,,121,283,0,
975810233882620246,"Blueground | Highlands, pool, laundry & gym",107434423,Blueground,,78752,30.3288618,-97.71454010000001,Entire home/apt,,31,0,,,121,344,0,
975814907113086110,"Blueground | Downtown, deck, gym & pool, nr river",107434423,Blueground,,78701,30.2651009,-97.7422035,Entire home/apt,146,31,0,,,121,353,0,
976014161068147126,Peaceful Hill Country Hideaway with a Cowboy Pool,18818455,Audrey,,78736,30.24618,-97.99154,Entire home/apt,199,1,14,2024-06-01,3.47,1,170,14,
976067664677483916,The Gentleman Jack - a comfy retreat near UT,502694171,Jessica,,78705,30.299264383190682,-97.73485074470904,Entire home/apt,64,1,24,2024-05-31,2.80,17,177,24,
976084067047588615,Private bedrooms 15 min to the Domain,61322261,Katherine,,78717,30.494222117440604,-97.73940146304817,Private room,71,3,2,2023-10-23,0.25,3,157,2,
976373861939249401,Easton Retreat,186814098,Denise,,78744,30.14616,-97.72172,Entire home/apt,95,2,19,2024-05-27,2.13,1,169,19,
976793150149296479,Radical Comfort & Walk to Barton Springs!,4218754,Jana,,78704,30.25885873620317,-97.76738021657272,Entire home/apt,250,3,6,2024-05-12,0.73,3,162,6,
976810489807743834,EV Ready! Chic WFH Oasis + Covered Patio + Pets Ok,272515104,Ames - Austin Vacay,,78723,30.30673,-97.68867,Entire home/apt,182,1,34,2024-05-19,3.70,11,320,34,
976820442315541146,Modern 1x1 Near Domain | Wi-Fi | TV | D,486232518,Joe,,78758,30.37826978510303,-97.71247207951637,Entire home/apt,70,28,2,2024-04-01,0.29,5,343,2,
976886367762429729,"Keep Austin Weird 2024! ACL, SoCo, Zilker",506771903,Nancy,,78704,30.25443,-97.76553,Entire home/apt,120,1,18,2024-04-28,2.01,1,261,18,
976941060807970873,Cozy Private Room in N Austin,124439158,Chintan,,78752,30.33778,-97.70481,Private room,50,30,4,2024-05-14,0.56,3,196,4,
977065193661483652,[4] Bedroom House in S Austin,61319798,Raquel,,78747,30.132159387763622,-97.76494041135743,Entire home/apt,300,3,0,,,1,56,0,
977465856324652171,Serene Rosedale Retreat,25273666,Michael,,78756,30.3241808,-97.7419037,Entire home/apt,137,2,15,2024-06-02,1.98,1,144,15,
977479875902580121,Cozy East Austin Guesthouse,18446113,Sophie,,78721,30.27023,-97.69343,Entire home/apt,95,2,19,2024-06-16,2.07,1,73,19,
977557701622110945,Relaxing Ranch Retreat,424861957,Julie,,78737,30.213204443266655,-97.98322929682007,Entire home/apt,164,2,16,2024-06-16,1.89,1,147,16,
977707622800236955,Family Friendly South Austin Home 4BR/2.5BA,157063459,Adam,,78748,30.175669897294288,-97.82870126314471,Entire home/apt,202,1,24,2024-06-16,3.69,1,172,24,
977707763581153760,Cozy Austin Cottage Studio,97520163,Heather,,78745,30.22117,-97.77714,Entire home/apt,122,2,19,2024-05-26,2.24,1,100,19,
977756103664666836,Comfy apartment near downtown Austin,528503439,Henry,,78704,30.25242680439097,-97.76705168187618,Entire home/apt,73,2,28,2024-06-14,3.17,6,313,28,
977770318014945154,Unfurnished South ATX 1.5BR,3365184,David,,78704,30.23512773345947,-97.76557436502208,Entire home/apt,79,30,0,,,2,105,0,
977875162918505761,Monroe Apt - Brava House Austin,13391539,Drew,,78703,30.2775914,-97.7547858,Entire home/apt,232,1,2,2024-04-09,0.56,5,181,2,
978071674429273620,Townhome 3BR Next to UT Austin with private garage,274552333,Evonify,,78705,30.295120061399622,-97.74107503263839,Entire home/apt,104,1,21,2024-06-03,2.40,113,356,21,
978096155589139387,Senu's Place,18846025,Daniel,,78741,30.233815455937084,-97.6986923115453,Entire home/apt,260,1,10,2024-05-11,1.91,1,267,10,
978128156301582853,"Blueground | Highlands, pool & gym, vibrant area",107434423,Blueground,,78752,30.3288618,-97.71454010000001,Entire home/apt,172,31,0,,,121,260,0,
978163030273310017,"Peaceful Guest Suite Retreat, Parking, FAST Wi-Fi",167815701,Tanuja,,78746,30.27821,-97.82164,Entire home/apt,98,1,16,2024-05-29,1.94,4,90,16,
978170927271813531,"Blueground | Highlands, pool & gym, great location",107434423,Blueground,,78752,30.32886,-97.71454,Entire home/apt,174,31,0,,,121,343,0,
978184624580256843,"4|2 6 beds house close to DT, Domain",7363313,Macy,,78754,30.3626,-97.65908,Entire home/apt,250,30,1,2023-11-05,0.13,10,161,1,
978190268904582028,ATX 6 Bed Penthouse by Moody/UT/Downtown!,276920863,Susana,,78705,30.28449,-97.74878,Entire home/apt,104,2,8,2024-04-11,0.94,48,102,8,
978222936585115160,Modern 2 bed Casita in Central Austin!,36227335,Camille,,78756,30.318463529014366,-97.74362775207274,Entire home/apt,173,2,3,2024-05-14,0.87,1,169,3,
978300917762833891,Sunny home in central Austin,2640549,Mariel,,78752,30.32556,-97.72169,Entire home/apt,120,14,0,,,1,71,0,
978338895483335834,East Austin Modern Bungalow | Grill & Free Parking,20370350,Ravi,,78702,30.263824733426556,-97.70072140118867,Entire home/apt,246,1,25,2024-05-22,2.79,1,261,25,
978362603986870331,Adjustable beds-Outdoor fun! Mins to downtown & Q2,473009940,Rosa,,78722,30.2929,-97.71749,Entire home/apt,395,2,17,2024-06-09,2.00,1,22,17,
978369129441451005,North Campus Craftsman House,536665609,Reid,,78705,30.29677,-97.73571,Entire home/apt,156,1,25,2024-06-15,3.30,1,169,25,
978393865128406736,Downtown Austin for ACL festival for 6,206528884,Margaret,,78701,30.270438385382477,-97.74690810586458,Entire home/apt,450,3,0,,,1,3,0,
978528234448135408,5 MINS to DT -Comfy 1B/1B,412583588,Berri,,78741,30.24157,-97.73153,Entire home/apt,74,2,19,2024-06-10,2.32,2,352,19,
978571382592299408,Small Studio off SoLa | 2.5 Mi from DT | Parking,532571934,Jamie,,78704,30.2537643,-97.7661672,Entire home/apt,89,1,53,2024-06-01,5.74,3,24,53,
978631457017700299,"Modern, Bright Austin Casita in Chill Neighborhood",8478699,Matthew,,78722,30.291300176416602,-97.71996250036804,Entire home/apt,140,2,10,2024-06-02,1.28,3,217,10,
978885192069940196,Cozy townhome in the 04!,299164532,Eric,,78704,30.231271541231433,-97.77770441025496,Entire home/apt,150,2,5,2024-05-19,0.63,1,73,5,
978916110676451785,"Modern 1-BR Condo | 3 mi to UT, Downtown, Moody",536522081,Brittany,,78751,30.311733832723693,-97.72969670841333,Entire home/apt,138,2,21,2024-06-01,2.32,7,290,21,
978916552900280498,Cozy 1-BR Near Triangle | UT | SXSW,536522081,Brittany,,78751,30.311713156809788,-97.72914309343858,Entire home/apt,70,2,15,2024-05-17,1.68,7,361,15,
978916827554377944,"Cozy 1-BR Near Triangle | UT | SXSW | 4k 55"" TV",536522081,Brittany,,78751,30.31238,-97.72909,Entire home/apt,70,2,21,2024-06-01,2.59,7,365,21,
978917016353183649,"1-BR Apt | 3 mi to UT, Downtown, Moody Center",536522081,Brittany,,78751,30.31158,-97.73097,Entire home/apt,65,2,13,2024-06-09,1.58,7,365,13,
978917314871227406,Cozy 1-BR Near Triangle | 4.5 mi to Downtown,536522081,Brittany,,78756,30.3263,-97.72882,Entire home/apt,53,2,13,2024-03-12,1.43,7,65,13,
978918004988319824,Chic ATX Home | Elevator | Minutes from Downtown,178065877,Dakota,,78741,30.24329,-97.72567,Entire home/apt,315,2,13,2024-05-13,1.47,20,250,13,
978918236532577986,1-BR Condo|Newly Renovated| 3 mi to Downtown+Moody,536522081,Brittany,,78756,30.3252878,-97.7277124,Entire home/apt,59,2,25,2024-06-11,2.79,7,69,25,
978930895260393610,Frida Home on the East Side,37828989,Luis,,78702,30.2652371,-97.7141122,Entire home/apt,116,2,33,2024-06-16,3.59,2,329,33,
979014768261622454,Legendary Lifestyles Escapes,536813118,Gabrielle,,78729,30.44973,-97.75106,Entire home/apt,471,2,0,,,1,87,0,
979267293537997949,Cozy 1-BR Near Triangle | 4.5 mi to Downtown,536522081,Brittany,,78751,30.32508,-97.72654,Entire home/apt,58,2,18,2024-06-12,1.96,7,59,18,
979277394540347078,Art Gallery Wannabe SoLa Condo,399288243,Carlos,,78704,30.245007725814286,-97.77798537164927,Entire home/apt,163,2,17,2024-05-28,2.00,1,135,17,
979679752224609466,Brava House - Garbo Suite,13391539,Drew,,78703,30.2775914,-97.7547858,Private room,202,1,3,2024-04-21,0.36,5,184,3,
979688191395461758,"Modern, Stylish 2 BDR Retreat Perfect for Couples!",447606169,Grand Welcome Austin And Highland Lakes,,78745,30.22457259383296,-97.78455078571214,Entire home/apt,60,1,11,2024-06-13,1.29,44,353,11,
979698145262468534,Brava House - Van Gogh Room,13391539,Drew,,78703,30.2775914,-97.7547858,Private room,192,1,17,2024-04-28,1.85,5,174,17,
979712885008731358,Brava House - Fitzgerald Suite,13391539,Drew,,78703,30.277591525881007,-97.75478594005108,Private room,200,1,2,2023-10-31,0.22,5,175,2,
979719076617249675,In The Middle Of It All,102422528,Andrea,,78702,30.2675552,-97.7206164,Entire home/apt,449,1,11,2024-06-02,1.37,1,177,11,
979719382870331406,Quiet home - single bedroom w/ bathroom,37946178,Gadiel,,78744,30.18188272311004,-97.76607423743437,Private room,53,2,5,2024-05-27,1.23,1,87,5,
979744113188749299,Private bedroom in peaceful abode near Domain & Q2,50740039,Areti,,78758,30.38707,-97.70327,Private room,,1,4,2023-11-05,0.47,1,0,4,
979748988117534047,"Spacious home, 1 mile to Zilker",18117319,Krissy,,78704,30.25069,-97.77236,Entire home/apt,,3,0,,,2,0,0,
979771283033082004,Crestview Gem w High Speed Wi-Fi,457325487,Ryan,,78757,30.346888791018575,-97.7155637738637,Entire home/apt,7,21,3,2024-05-29,0.53,5,105,3,
979821571502035707,Condo near downtown Austin!,536998315,Casey And Austin,,78741,30.23332,-97.73353,Entire home/apt,102,2,20,2024-06-16,2.36,1,160,20,
979942480449571798,Longhorn Football! Sleeps 9.,418104736,Sandra,,78723,30.31166648986915,-97.67669187653256,Entire home/apt,442,1,1,2023-10-22,0.12,1,268,1,
980007600877963414,Guest Room in Highland ATX,103025068,Logan,,78752,30.340740621351934,-97.70905446355806,Private room,86,1,18,2024-05-06,1.98,1,250,18,
980289132651605827,East Austin Escape,38580713,Kade,,78702,30.25841,-97.71116,Entire home/apt,499,1,1,2024-05-26,1,2,263,1,
980355356224313159,Coolest pool in Austin! Convenient to anywhere ATX,86729800,Belinda,,78731,30.340339622199743,-97.75870197941983,Entire home/apt,524,2,22,2024-06-09,2.72,1,290,22,
980377282487695685,Charming Downtown Austin Bungalow,78785205,Brandon,,78701,30.271796391893727,-97.74706630830569,Entire home/apt,121,2,18,2024-06-03,2.37,1,74,18,
980415271840043569,New! King Suite + 3Q Beds Family Friendly,439106190,Crystal & Lee,,78702,30.27192618207512,-97.71187797199975,Entire home/apt,160,1,34,2024-06-02,3.81,3,304,34,
980450291880424921,"Huge Kitchen, Spacious Rooms, King Beds, Large Tub",29223219,Macey,,78734,30.3804355,-97.9584563,Entire home/apt,188,2,20,2024-06-03,2.29,3,235,20,
980473775663013108,Chic Austin Home | Private Back Deck,151238588,Charlie,,78721,30.268308837308535,-97.69079929991767,Entire home/apt,148,30,1,2024-04-16,0.47,4,333,1,
980517723440565197,The perfect spot for sports and entertainment,521125706,Dashawn,,78701,30.26981278625907,-97.74987099398462,Entire home/apt,185,2,20,2024-05-21,2.55,1,51,20,
980532615727187377,"Exclusive Quiet Retreat w/ Pool, Lush Gardens",478009344,Austin BNB Management,,78703,30.28528821358957,-97.76904406301848,Entire home/apt,543,2,16,2024-06-09,1.94,15,178,16,
980657878645009154,Zilker Apartment in the Heart of Austin!,537180164,Megan,,78704,30.26092,-97.77419,Entire home/apt,163,2,4,2023-10-30,0.47,1,132,4,
980695598307202293,Standard Queen/Queen Room,386379154,Holiday Inn Express,,78701,30.27045,-97.73814,Entire home/apt,167,1,13,2024-06-16,1.54,2,123,13,
980761521155055318,Jacuzzi Jet tub Smart Home 5 mins from Domain!,395497614,Mike,,78727,30.42579348288601,-97.68210277755172,Entire home/apt,,2,15,2024-05-12,1.76,6,0,15,
980828732911845150,Luxe King Room | Modern | Central | Large Backyard,515122847,Victor,,78723,30.31597,-97.69728,Private room,70,2,0,,,3,159,0,
980840964802323705,Luxe Double Room| Modern | Central |Large backyard,515122847,Victor,,78723,30.31496,-97.69928,Private room,70,2,4,2024-05-14,0.47,3,159,4,
980886416206766849,Cozy Room near Downtown Austin,326529687,Luis,,78705,30.293778762720812,-97.74663114538106,Private room,56,2,0,,,1,122,0,
981046841123288160,1BR Guest Room @ Creator Guesthouse ATX!,18917915,Sean,,78745,30.2065287,-97.7795988,Private room,,1,3,2023-11-04,0.36,1,0,3,
981114270687971980,Retro Studio in the Heart of SOLA,228025353,Lauren,,78704,30.2480323,-97.77624449999999,Entire home/apt,80,3,19,2024-04-29,2.24,1,71,19,
981186147251987157,Ranch Style Home Northwest Aus,345276502,Lisa,,78759,30.3770182,-97.7407077,Private room,50,30,0,,,1,88,0,
981262405658995112,Your Search Has Ended! /\ Private + Heated Pool,534388950,Jason,,78723,30.32024,-97.68432,Entire home/apt,79,1,79,2024-06-11,8.81,11,320,79,
981278812152272782,Beautiful Yacht on Lake Travis,283827928,David,,78734,30.42248436097661,-97.94920130373535,Entire home/apt,,1,2,2024-01-01,0.33,1,0,2,
981302804650731616,"3bdrm-Foodies Dream! Close to Zilker, & Downtown!",33693119,Mikayla,,78704,30.2345525,-97.77845239999999,Entire home/apt,116,28,2,2024-05-04,0.42,1,105,2,
981327054764936644,Gorgeous Large Room w Private Bath No. Austin,180714154,Amy,,78729,30.4692696566745,-97.77933025021346,Private room,48,30,1,2023-12-15,0.16,6,279,1,
981395521802102245,"Soco Hideaway: Walk to Restaurants, Venues & Shops",279465766,Marielle,,78704,30.25015,-97.75151,Entire home/apt,167,2,6,2024-04-28,0.71,2,79,6,
981513778968233617,"Amazing, large home with hot tub",98548317,Michelle,,78726,30.43207,-97.82777,Private room,60,1,15,2024-06-13,1.69,3,280,15,
981558975653555077,"Large, comfortable home with hot tub",98548317,Michelle,,78726,30.43076238412978,-97.82964694276582,Private room,60,1,19,2024-03-29,2.13,3,287,19,
981613655712681783,Grey_Mountain,1893221,Erica,,78754,30.3382515,-97.64741509999999,Private room,200,1,0,,,2,90,0,
981792304256293913,"ᗌ Stylish Pet Friendly Manor * Walk to Bars, Eats!",30225950,Eastside Villas,,78702,30.27495,-97.7193,Entire home/apt,348,2,28,2024-06-12,3.39,44,119,28,
